id,school_id,constituent_id,staff_id,occurred_at,interaction_type,direction,purpose,outcome,ask_amount,significant,subject,notes,follow_up_date,related_opportunity_id,related_campaign_id,related_gift_id,record_source
326,1,14201,1,2024-10-03T19:00:00Z,meeting,outbound,solicitation,connected,250000.00,true,Campus Renewal Fund relationship update,Confirmed contact preferences and agreed on the most useful cadence for future university updates. This entry concerns Campus Renewal Fund.,,1,7,,advancement_entry
327,1,18989,2,2023-11-06T17:00:00Z,email,outbound,cultivation,connected,,false,Class of 2001 Scholarship relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
328,1,18989,2,2023-10-05T16:00:00Z,call,outbound,cultivation,connected,,false,Class of 2001 Scholarship relationship update,Reviewed prior giving and engagement before deciding whether the relationship was ready for another conversation. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
329,1,18989,2,2024-08-13T18:00:00Z,email,outbound,cultivation,no_response,,false,Class of 2001 Scholarship relationship update,"Prepared for a conversation by reviewing career, affiliation, event, and gift history together. This entry concerns Class of 2001 Scholarship.",,2,4,,advancement_entry
330,1,18989,2,2025-09-05T13:00:00Z,meeting,inbound,cultivation,replied,,true,Class of 2001 Scholarship relationship update,Reviewed prior giving and engagement before deciding whether the relationship was ready for another conversation. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
331,1,18989,2,2024-02-15T18:00:00Z,call,outbound,cultivation,connected,,false,Class of 2001 Scholarship relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
332,1,18989,2,2025-01-15T20:00:00Z,email,outbound,solicitation,no_response,100000.00,false,Class of 2001 Scholarship relationship update,The constituent initiated a follow-up and clarified which aspect of the proposal mattered most to them. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
333,1,18989,2,2025-11-22T20:00:00Z,email,outbound,solicitation,connected,100000.00,false,Class of 2001 Scholarship relationship update,Confirmed contact preferences and agreed on the most useful cadence for future university updates. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
334,1,18989,2,2023-10-04T17:00:00Z,call,inbound,solicitation,replied,100000.00,true,Class of 2001 Scholarship relationship update,Confirmed contact preferences and agreed on the most useful cadence for future university updates. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
335,1,18989,2,2024-12-01T19:00:00Z,meeting,outbound,solicitation,connected,100000.00,true,Class of 2001 Scholarship relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
336,1,18989,2,2024-09-16T18:00:00Z,email,outbound,solicitation,connected,100000.00,false,Class of 2001 Scholarship relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
337,1,18989,2,2024-12-23T13:00:00Z,call,outbound,solicitation,connected,100000.00,false,Class of 2001 Scholarship relationship update,Followed up on the previous conversation and captured the outcome without advancing the ask prematurely. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
338,1,18989,2,2025-07-16T13:00:00Z,email,inbound,solicitation,replied,100000.00,true,Class of 2001 Scholarship relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
339,1,18989,2,2026-01-17T19:00:00Z,email,outbound,solicitation,connected,100000.00,false,Class of 2001 Scholarship relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Class of 2001 Scholarship.,,2,4,,advancement_entry
340,1,8738,3,2023-10-03T13:00:00Z,email,internal,qualification,connected,,false,Engineering Innovation Fund relationship update,Reviewed prior giving and engagement before deciding whether the relationship was ready for another conversation. This entry concerns Engineering Innovation Fund.,,3,5,,advancement_entry
341,1,8738,3,2026-07-27T18:00:00Z,call,outbound,qualification,connected,,false,Engineering Innovation Fund relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Engineering Innovation Fund.,,3,5,,advancement_entry
342,1,8738,3,2025-06-04T20:00:00Z,email,outbound,qualification,no_response,,false,Engineering Innovation Fund relationship update,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns Engineering Innovation Fund.",,3,5,,advancement_entry
343,1,8738,3,2025-01-18T15:00:00Z,meeting,inbound,qualification,replied,,true,Engineering Innovation Fund relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Engineering Innovation Fund.,,3,5,,advancement_entry
344,1,8738,3,2026-04-23T16:00:00Z,call,outbound,qualification,connected,,false,Engineering Innovation Fund relationship update,The constituent initiated a follow-up and clarified which aspect of the proposal mattered most to them. This entry concerns Engineering Innovation Fund.,,3,5,,advancement_entry
345,1,8738,3,2024-12-03T15:00:00Z,email,outbound,qualification,no_response,,false,Engineering Innovation Fund relationship update,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns Engineering Innovation Fund.,,3,5,,advancement_entry
346,1,15674,4,2025-05-14T17:00:00Z,email,outbound,cultivation,no_response,,false,Campus Renewal Fund relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
347,1,15674,4,2025-03-17T19:00:00Z,meeting,inbound,cultivation,replied,,true,Campus Renewal Fund relationship update,Followed up on the previous conversation and captured the outcome without advancing the ask prematurely. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
348,1,15674,4,2026-07-02T18:00:00Z,call,outbound,stewardship,gift_received,,true,Campus Renewal Fund donor follow-up,The constituent initiated a follow-up and clarified which aspect of the proposal mattered most to them. This entry concerns Campus Renewal Fund.,,4,7,22215,advancement_entry
349,1,15674,4,2025-03-20T14:00:00Z,email,outbound,cultivation,no_response,,false,Campus Renewal Fund relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
350,1,15674,4,2024-09-15T14:00:00Z,email,outbound,cultivation,connected,,false,Campus Renewal Fund relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
351,1,15674,4,2024-04-05T15:00:00Z,call,inbound,cultivation,replied,,true,Campus Renewal Fund relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
352,1,15674,4,2026-04-20T18:00:00Z,meeting,outbound,stewardship,gift_received,,true,Campus Renewal Fund donor follow-up,Connected briefly and agreed to continue the conversation after the constituent had time to review the material. This entry concerns Campus Renewal Fund.,,4,7,22215,advancement_entry
353,1,15674,4,2026-05-27T18:00:00Z,email,outbound,solicitation,connected,2750000.00,false,Campus Renewal Fund relationship update,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns Campus Renewal Fund.",,4,7,,advancement_entry
354,1,15674,4,2026-01-20T13:00:00Z,call,outbound,solicitation,connected,2750000.00,false,Campus Renewal Fund relationship update,Confirmed contact preferences and agreed on the most useful cadence for future university updates. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
355,1,15674,4,2024-07-18T14:00:00Z,email,inbound,solicitation,replied,2750000.00,true,Campus Renewal Fund relationship update,Sent requested background material and noted that no decision or commitment was expected from this touchpoint. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
356,1,15674,4,2026-05-18T13:00:00Z,email,outbound,stewardship,gift_received,,true,Campus Renewal Fund donor follow-up,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Campus Renewal Fund.,,4,7,22215,advancement_entry
357,1,15674,4,2025-02-12T16:00:00Z,meeting,outbound,solicitation,connected,2750000.00,true,Campus Renewal Fund relationship update,The constituent initiated a follow-up and clarified which aspect of the proposal mattered most to them. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
358,1,15674,4,2026-05-21T14:00:00Z,email,outbound,solicitation,no_response,2750000.00,false,Campus Renewal Fund relationship update,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns Campus Renewal Fund.",,4,7,,advancement_entry
359,1,15674,4,2025-03-03T14:00:00Z,email,inbound,solicitation,replied,2750000.00,true,Campus Renewal Fund relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
360,1,15674,4,2026-07-25T19:00:00Z,call,outbound,stewardship,gift_received,,true,Campus Renewal Fund donor follow-up,Confirmed contact preferences and agreed on the most useful cadence for future university updates. This entry concerns Campus Renewal Fund.,,4,7,22215,advancement_entry
361,1,15674,4,2024-03-14T14:00:00Z,email,outbound,solicitation,no_response,2750000.00,false,Campus Renewal Fund relationship update,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
362,1,15674,4,2026-03-06T20:00:00Z,meeting,outbound,solicitation,connected,2750000.00,true,Campus Renewal Fund relationship update,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns Campus Renewal Fund.,,4,7,,advancement_entry
363,1,19391,5,2026-08-27T16:00:00Z,email,outbound,stewardship,gift_received,,true,Library and Learning Commons donor follow-up,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns Library and Learning Commons.",,5,7,22216,advancement_entry
364,1,19391,5,2024-07-07T17:00:00Z,call,outbound,cultivation,connected,,false,Library and Learning Commons relationship update,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
365,1,19391,5,2023-12-30T16:00:00Z,email,outbound,cultivation,no_response,,false,Library and Learning Commons relationship update,Sent requested background material and noted that no decision or commitment was expected from this touchpoint. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
366,1,19391,5,2026-02-24T13:00:00Z,meeting,inbound,cultivation,replied,,true,Library and Learning Commons relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
367,1,19391,5,2026-08-12T15:00:00Z,call,outbound,stewardship,gift_received,,true,Library and Learning Commons donor follow-up,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Library and Learning Commons.,,5,7,22216,advancement_entry
368,1,19391,5,2026-02-04T20:00:00Z,email,outbound,cultivation,no_response,,false,Library and Learning Commons relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
369,1,19391,5,2025-07-18T18:00:00Z,email,outbound,cultivation,connected,,false,Library and Learning Commons relationship update,"Prepared for a conversation by reviewing career, affiliation, event, and gift history together. This entry concerns Library and Learning Commons.",,5,7,,advancement_entry
370,1,19391,5,2023-12-20T20:00:00Z,call,inbound,solicitation,replied,100000.00,true,Library and Learning Commons relationship update,Reviewed prior giving and engagement before deciding whether the relationship was ready for another conversation. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
371,1,19391,5,2026-07-21T20:00:00Z,meeting,outbound,stewardship,gift_received,,true,Library and Learning Commons donor follow-up,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns Library and Learning Commons.",,5,7,22216,advancement_entry
372,1,19391,5,2024-07-08T15:00:00Z,email,outbound,solicitation,connected,100000.00,false,Library and Learning Commons relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
373,1,19391,5,2026-06-15T13:00:00Z,call,outbound,solicitation,connected,100000.00,false,Library and Learning Commons relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
374,1,19391,5,2025-11-30T14:00:00Z,email,inbound,solicitation,replied,100000.00,true,Library and Learning Commons relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
375,1,19391,5,2026-06-17T17:00:00Z,email,outbound,stewardship,gift_received,,true,Library and Learning Commons donor follow-up,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Library and Learning Commons.,,5,7,22216,advancement_entry
376,1,19391,5,2024-01-31T19:00:00Z,meeting,outbound,solicitation,connected,100000.00,true,Library and Learning Commons relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
377,1,19391,5,2024-06-23T14:00:00Z,email,outbound,solicitation,no_response,100000.00,false,Library and Learning Commons relationship update,Sent requested background material and noted that no decision or commitment was expected from this touchpoint. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
378,1,19391,5,2025-08-24T14:00:00Z,email,inbound,solicitation,replied,100000.00,true,Library and Learning Commons relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Library and Learning Commons.,,5,7,,advancement_entry
379,1,19391,5,2026-06-22T13:00:00Z,call,outbound,stewardship,gift_received,,true,Library and Learning Commons donor follow-up,Confirmed contact preferences and agreed on the most useful cadence for future university updates. This entry concerns Library and Learning Commons.,,5,7,22216,advancement_entry
380,1,14456,1,2025-10-13T14:00:00Z,email,inbound,cultivation,replied,,true,Annual Fund relationship update,Connected briefly and agreed to continue the conversation after the constituent had time to review the material. This entry concerns Annual Fund.,,6,2,,advancement_entry
381,1,14456,1,2024-11-08T17:00:00Z,email,outbound,cultivation,connected,,false,Annual Fund relationship update,The constituent initiated a follow-up and clarified which aspect of the proposal mattered most to them. This entry concerns Annual Fund.,,6,2,,advancement_entry
382,1,14456,1,2025-08-07T19:00:00Z,call,outbound,cultivation,connected,,false,Annual Fund relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Annual Fund.,,6,2,,advancement_entry
383,1,14456,1,2024-09-07T20:00:00Z,email,outbound,cultivation,no_response,,false,Annual Fund relationship update,Connected briefly and agreed to continue the conversation after the constituent had time to review the material. This entry concerns Annual Fund.,,6,2,,advancement_entry
384,1,14456,1,2025-04-26T19:00:00Z,meeting,inbound,cultivation,replied,,true,Annual Fund relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Annual Fund.,,6,2,,advancement_entry
385,1,14456,1,2026-01-26T20:00:00Z,call,outbound,solicitation,connected,50000.00,false,Annual Fund relationship update,The constituent initiated a follow-up and clarified which aspect of the proposal mattered most to them. This entry concerns Annual Fund.,,6,2,,advancement_entry
386,1,14456,1,2023-09-11T14:00:00Z,email,outbound,solicitation,no_response,50000.00,false,Annual Fund relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Annual Fund.,,6,2,,advancement_entry
387,1,14456,1,2026-01-31T14:00:00Z,email,outbound,solicitation,connected,50000.00,false,Annual Fund relationship update,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns Annual Fund.,,6,2,,advancement_entry
388,1,14456,1,2024-04-10T18:00:00Z,call,inbound,solicitation,replied,50000.00,true,Annual Fund relationship update,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns Annual Fund.",,6,2,,advancement_entry
389,1,14456,1,2025-11-12T16:00:00Z,meeting,outbound,solicitation,connected,50000.00,true,Annual Fund relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Annual Fund.,,6,2,,advancement_entry
390,1,14456,1,2024-04-21T18:00:00Z,email,outbound,solicitation,connected,50000.00,false,Annual Fund relationship update,The constituent initiated a follow-up and clarified which aspect of the proposal mattered most to them. This entry concerns Annual Fund.,,6,2,,advancement_entry
391,1,7225,2,2024-11-27T20:00:00Z,email,outbound,cultivation,connected,,false,Faculty Research Fund relationship update,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns Faculty Research Fund.,,7,7,,advancement_entry
392,1,7225,2,2025-04-21T19:00:00Z,call,outbound,cultivation,connected,,false,Faculty Research Fund relationship update,"Prepared for a conversation by reviewing career, affiliation, event, and gift history together. This entry concerns Faculty Research Fund.",,7,7,,advancement_entry
393,1,7225,2,2024-07-20T19:00:00Z,email,outbound,cultivation,no_response,,false,Faculty Research Fund relationship update,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns Faculty Research Fund.,,7,7,,advancement_entry
394,1,7225,2,2025-05-24T14:00:00Z,meeting,inbound,cultivation,replied,,true,Faculty Research Fund relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Faculty Research Fund.,,7,7,,advancement_entry
395,1,7225,2,2025-03-05T19:00:00Z,call,outbound,cultivation,connected,,false,Faculty Research Fund relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Faculty Research Fund.,,7,7,,advancement_entry
396,1,7225,2,2026-03-17T13:00:00Z,email,outbound,cultivation,no_response,,false,Faculty Research Fund relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Faculty Research Fund.,,7,7,,advancement_entry
397,1,7913,3,2024-06-30T15:00:00Z,email,inbound,qualification,replied,,true,First-Generation Student Fund relationship update,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns First-Generation Student Fund.",,8,2,,advancement_entry
398,1,7913,3,2023-12-11T15:00:00Z,email,internal,qualification,connected,,false,First-Generation Student Fund relationship update,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns First-Generation Student Fund.,,8,2,,advancement_entry
399,1,7913,3,2024-04-17T13:00:00Z,call,outbound,qualification,connected,,false,First-Generation Student Fund relationship update,Followed up on the previous conversation and captured the outcome without advancing the ask prematurely. This entry concerns First-Generation Student Fund.,,8,2,,advancement_entry
400,1,2548,4,2023-12-15T19:00:00Z,email,outbound,cultivation,connected,,false,Engineering Innovation Fund relationship update,Connected briefly and agreed to continue the conversation after the constituent had time to review the material. This entry concerns Engineering Innovation Fund.,,9,5,,advancement_entry
401,1,2548,4,2024-03-01T14:00:00Z,call,outbound,cultivation,connected,,false,Engineering Innovation Fund relationship update,Sent requested background material and noted that no decision or commitment was expected from this touchpoint. This entry concerns Engineering Innovation Fund.,,9,5,,advancement_entry
402,1,2548,4,2025-03-23T18:00:00Z,email,outbound,cultivation,no_response,,false,Engineering Innovation Fund relationship update,Confirmed contact preferences and agreed on the most useful cadence for future university updates. This entry concerns Engineering Innovation Fund.,,9,5,,advancement_entry
403,1,2548,4,2024-12-07T13:00:00Z,meeting,inbound,cultivation,replied,,true,Engineering Innovation Fund relationship update,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns Engineering Innovation Fund.,,9,5,,advancement_entry
404,1,2548,4,2025-10-09T20:00:00Z,call,outbound,cultivation,connected,,false,Engineering Innovation Fund relationship update,Followed up on the previous conversation and captured the outcome without advancing the ask prematurely. This entry concerns Engineering Innovation Fund.,,9,5,,advancement_entry
405,1,2548,4,2026-03-13T20:00:00Z,email,outbound,cultivation,no_response,,false,Engineering Innovation Fund relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Engineering Innovation Fund.,,9,5,,advancement_entry
406,1,2548,4,2026-06-13T19:00:00Z,email,outbound,cultivation,connected,,false,Engineering Innovation Fund relationship update,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns Engineering Innovation Fund.,,9,5,,advancement_entry
407,1,2548,4,2025-07-26T19:00:00Z,call,inbound,cultivation,replied,,true,Engineering Innovation Fund relationship update,Reviewed prior giving and engagement before deciding whether the relationship was ready for another conversation. This entry concerns Engineering Innovation Fund.,,9,5,,advancement_entry
408,1,2548,4,2026-07-22T18:00:00Z,meeting,outbound,cultivation,connected,,true,Engineering Innovation Fund relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Engineering Innovation Fund.,,9,5,,advancement_entry
409,1,6236,5,2026-03-11T20:00:00Z,email,outbound,cultivation,no_response,,false,Class of 2001 Scholarship relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Class of 2001 Scholarship.,,10,4,,advancement_entry
410,1,6236,5,2024-11-06T14:00:00Z,meeting,inbound,cultivation,replied,,true,Class of 2001 Scholarship relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Class of 2001 Scholarship.,,10,4,,advancement_entry
411,1,6236,5,2026-07-03T20:00:00Z,call,outbound,stewardship,gift_received,,true,Class of 2001 Scholarship donor follow-up,Recorded an internal strategy note so the next outreach would reflect the constituent's stated interests. This entry concerns Class of 2001 Scholarship.,,10,4,22218,advancement_entry
412,1,6236,5,2025-06-06T20:00:00Z,email,outbound,cultivation,no_response,,false,Class of 2001 Scholarship relationship update,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns Class of 2001 Scholarship.",,10,4,,advancement_entry
413,1,6236,5,2024-07-07T17:00:00Z,email,outbound,cultivation,connected,,false,Class of 2001 Scholarship relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Class of 2001 Scholarship.,,10,4,,advancement_entry
414,1,6236,5,2024-05-25T17:00:00Z,call,inbound,solicitation,replied,50000.00,true,Class of 2001 Scholarship relationship update,Sent requested background material and noted that no decision or commitment was expected from this touchpoint. This entry concerns Class of 2001 Scholarship.,,10,4,,advancement_entry
415,1,6236,5,2026-08-16T20:00:00Z,meeting,outbound,stewardship,gift_received,,true,Class of 2001 Scholarship donor follow-up,Reviewed prior giving and engagement before deciding whether the relationship was ready for another conversation. This entry concerns Class of 2001 Scholarship.,,10,4,22218,advancement_entry
416,1,6236,5,2024-03-12T17:00:00Z,email,outbound,solicitation,connected,50000.00,false,Class of 2001 Scholarship relationship update,Connected briefly and agreed to continue the conversation after the constituent had time to review the material. This entry concerns Class of 2001 Scholarship.,,10,4,,advancement_entry
417,1,6236,5,2025-07-12T17:00:00Z,call,outbound,solicitation,connected,50000.00,false,Class of 2001 Scholarship relationship update,"Prepared for a conversation by reviewing career, affiliation, event, and gift history together. This entry concerns Class of 2001 Scholarship.",,10,4,,advancement_entry
418,1,6236,5,2024-01-10T17:00:00Z,email,inbound,solicitation,replied,50000.00,true,Class of 2001 Scholarship relationship update,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns Class of 2001 Scholarship.",,10,4,,advancement_entry
419,1,6236,5,2026-08-02T15:00:00Z,email,outbound,stewardship,gift_received,,true,Class of 2001 Scholarship donor follow-up,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Class of 2001 Scholarship.,,10,4,22218,advancement_entry
420,1,6236,5,2025-08-05T14:00:00Z,meeting,outbound,solicitation,connected,50000.00,true,Class of 2001 Scholarship relationship update,Reviewed prior giving and engagement before deciding whether the relationship was ready for another conversation. This entry concerns Class of 2001 Scholarship.,,10,4,,advancement_entry
421,1,6236,5,2023-10-01T13:00:00Z,email,outbound,solicitation,no_response,50000.00,false,Class of 2001 Scholarship relationship update,"Prepared for a conversation by reviewing career, affiliation, event, and gift history together. This entry concerns Class of 2001 Scholarship.",,10,4,,advancement_entry
422,1,6236,5,2025-11-07T17:00:00Z,email,inbound,solicitation,replied,50000.00,true,Class of 2001 Scholarship relationship update,Followed up on the previous conversation and captured the outcome without advancing the ask prematurely. This entry concerns Class of 2001 Scholarship.,,10,4,,advancement_entry
423,1,6236,5,2026-07-18T16:00:00Z,call,outbound,stewardship,gift_received,,true,Class of 2001 Scholarship donor follow-up,Reviewed prior giving and engagement before deciding whether the relationship was ready for another conversation. This entry concerns Class of 2001 Scholarship.,,10,4,22218,advancement_entry
424,1,14267,1,2024-06-12T20:00:00Z,email,outbound,cultivation,connected,,false,Women's Soccer Fund relationship update,Sent requested background material and noted that no decision or commitment was expected from this touchpoint. This entry concerns Women's Soccer Fund.,,11,6,,advancement_entry
425,1,14267,1,2024-07-18T18:00:00Z,call,outbound,cultivation,connected,,false,Women's Soccer Fund relationship update,Connected briefly and agreed to continue the conversation after the constituent had time to review the material. This entry concerns Women's Soccer Fund.,,11,6,,advancement_entry
426,1,14267,1,2024-09-05T14:00:00Z,email,outbound,cultivation,no_response,,false,Women's Soccer Fund relationship update,Confirmed contact preferences and agreed on the most useful cadence for future university updates. This entry concerns Women's Soccer Fund.,,11,6,,advancement_entry
427,1,14267,1,2025-01-12T20:00:00Z,meeting,inbound,cultivation,replied,,true,Women's Soccer Fund relationship update,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns Women's Soccer Fund.",,11,6,,advancement_entry
428,1,14267,1,2024-06-22T18:00:00Z,call,outbound,solicitation,connected,25000.00,false,Women's Soccer Fund relationship update,"Prepared for a conversation by reviewing career, affiliation, event, and gift history together. This entry concerns Women's Soccer Fund.",,11,6,,advancement_entry
429,1,14267,1,2024-03-18T14:00:00Z,email,outbound,solicitation,no_response,25000.00,false,Women's Soccer Fund relationship update,Shared a program update and recorded which outcomes were most relevant to the constituent. This entry concerns Women's Soccer Fund.,,11,6,,advancement_entry
430,1,14267,1,2024-02-14T13:00:00Z,email,outbound,solicitation,connected,25000.00,false,Women's Soccer Fund relationship update,Followed up on the previous conversation and captured the outcome without advancing the ask prematurely. This entry concerns Women's Soccer Fund.,,11,6,,advancement_entry
431,1,14267,1,2025-07-23T19:00:00Z,call,inbound,solicitation,replied,25000.00,true,Women's Soccer Fund relationship update,Confirmed contact preferences and agreed on the most useful cadence for future university updates. This entry concerns Women's Soccer Fund.,,11,6,,advancement_entry
432,1,14267,1,2023-12-22T20:00:00Z,meeting,outbound,solicitation,connected,25000.00,true,Women's Soccer Fund relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns Women's Soccer Fund.,,11,6,,advancement_entry
433,1,14267,1,2024-07-22T19:00:00Z,email,outbound,solicitation,connected,25000.00,false,Women's Soccer Fund relationship update,Discussed the fund's current priorities and recorded the questions that should be answered in the next follow-up. This entry concerns Women's Soccer Fund.,,11,6,,advancement_entry
434,1,12973,2,2025-05-13T15:00:00Z,email,internal,qualification,connected,,false,Library and Learning Commons relationship update,"Prepared for a conversation by reviewing career, affiliation, event, and gift history together. This entry concerns Library and Learning Commons.",,12,7,,advancement_entry
435,1,12973,2,2026-08-28T20:00:00Z,call,outbound,qualification,connected,,false,Library and Learning Commons relationship update,Connected briefly and agreed to continue the conversation after the constituent had time to review the material. This entry concerns Library and Learning Commons.,,12,7,,advancement_entry
436,1,12973,2,2024-06-27T20:00:00Z,email,outbound,qualification,no_response,,false,Library and Learning Commons relationship update,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns Library and Learning Commons.",,12,7,,advancement_entry
437,1,14771,3,2026-08-06T14:00:00Z,email,outbound,stewardship,gift_received,,true,First-Generation Student Fund donor follow-up,The constituent initiated a follow-up and clarified which aspect of the proposal mattered most to them. This entry concerns First-Generation Student Fund.,,13,5,22219,advancement_entry
438,1,14771,3,2025-02-25T17:00:00Z,call,outbound,cultivation,connected,,false,First-Generation Student Fund relationship update,Shared a concise impact example connected to the selected fund and invited questions about the program. This entry concerns First-Generation Student Fund.,,13,5,,advancement_entry
439,1,14771,3,2024-11-18T19:00:00Z,email,outbound,cultivation,no_response,,false,First-Generation Student Fund relationship update,"The constituent replied with a practical question about timing, use of funds, or recognition preferences. This entry concerns First-Generation Student Fund.",,13,5,,advancement_entry
440,1,14771,3,2024-06-29T14:00:00Z,meeting,inbound,cultivation,replied,,true,First-Generation Student Fund relationship update,Connected briefly and agreed to continue the conversation after the constituent had time to review the material. This entry concerns First-Generation Student Fund.,,13,5,,advancement_entry
441,1,14771,3,2026-07-08T19:00:00Z,call,outbound,stewardship,gift_received,,true,First-Generation Student Fund donor follow-up,Followed up on the previous conversation and captured the outcome without advancing the ask prematurely. This entry concerns First-Generation Student Fund.,,13,5,22219,advancement_entry
